https://www.agpr5.com/case/64a-fabrica-racoes-o-gemba-mill-implantado-copacol-cafelandia-pr-232,https://www.agpr5.com/cases-de-sucesso/64a-fabrica-de-racoes-com-o-gemba-mill-implantado-copacol-de-cafelandiapr
https://www.agpr5.com/case/agpr5-concluiu-projeto-quadro-geral-baixa-tensao-michelin-rj-121,https://www.agpr5.com/cases-de-sucesso/agpr5-concluiu-projeto-de-quadro-geral-de-baixa-tensao-para-a-michelin-rj
https://www.agpr5.com/case/agpr5-entrega-startup-tunel-encolhimento-vapor-ao-cliente-tramontina-106,https://www.agpr5.com/cases-de-sucesso/agpr5-entrega-startup-de-tunel-de-encolhimento-a-vapor-ao-cliente-tramontina
https://www.agpr5.com/case/pch-serra-cavalinhos-i-95,https://www.agpr5.com/cases-de-sucesso/pch-serra-dos-cavalinhos-i
https://www.agpr5.com/case/agpr5-implanta-solucao-gemba-cement-aplicado-automacao-fabricacao-cimento-o-cliente-pozosul-na-cidade-capivari-baixo-sc-90,https://www.agpr5.com/cases-de-sucesso/agpr5-implanta-a-solucao-gemba-cement-aplicado-a-automacao-da-fabricacao-de-cimento-para-o-cliente-pozosul-na-cidade-de-capivari-de-baixo-sc
https://www.agpr5.com/case/agpr5-fornece-obra-turn-key-incluindo-o-projeto-executivo-eletrica-quadros-eletricos-instalacoes-automacao-gemba-mill-2a-linha-racoes-90-ton-h-suinos-seara-dourados-ms-79,https://www.agpr5.com/cases-de-sucesso/agpr5-fornece-obra-turn-key-incluindo-o-projeto-executivo-de-eletrica-quadros-eletricos-instalacoes-e-automacao-com-gemba-mill-da-2a-linha-de-racoes-de-90-ton-h-para-suinos-seara-dourado
https://www.agpr5.com/case/agpr5m-desenvolve-maquina-ensaque-garrafas-logipack-eal-4000-71,https://www.agpr5.com/cases-de-sucesso/agpr5-me-desenvolve-maquina-para-ensaque-de-garrafas-logipack-eal-4000
https://www.agpr5.com/case/agpr5-executa-projeto-quadro-geral-baixa-tensao-complexo-produtivo-michelin-rj-69,https://www.agpr5.com/cases-de-sucesso/agpr5-executa-projeto-de-quadro-geral-de-baixa-tensao-do-complexo-produtivo-da-michelin-rj
https://www.agpr5.com/case/agpr5-implanta-plataforma-gemba-storage-solucao-armazenagem-gra-terminal-fertisanta-em-imbituba-sc-67,https://www.agpr5.com/cases-de-sucesso/agpr5-gemba-storage
https://www.agpr5.com/case/agpr5-executa-projeto-quadros-distribuicao-complexo-olico-chapadinha-no-nordeste-68,https://www.agpr5.com/cases-de-sucesso/agpr5-gemba-storage
https://www.agpr5.com/case/agpr5-implanta-plataforma-gemba-foods-solucao-industrias-processamento-proteina-animal-no-cliente-rivelli-cidade-barbacena-mg-66,https://www.agpr5.com/cases-de-sucesso/agpr5-gemba-foods-rivelli
https://www.agpr5.com/case/agpr5-implanta-solucao-gemba-fertilizers-aplicado-fabricacao-fertilizantes-o-cliente-andali-na-cidade-rondonopolis-mt-60,https://www.agpr5.com/cases-de-sucesso/agpr5-gemba-fertilizer-andali
https://www.agpr5.com/case/agpr5-implanta-o-gemba-milk-controle-gerenciamento-beneficiamento-leite-reduzindo-mao-obra-garantindo-rastreabilidade-na-unidade-cooprata-prata-mg-55,https://www.agpr5.com/cases-de-sucesso/agpr5cooprata
